,Title,Authors,Year,Cited By,Detected_Dataset,Detected_Topic,Abstract,DOI,Journal,URL,Mentions_Accuracy,Mentions_F1,Mentions_Precision,Mentions_Recall,Mentions_Auc,Mentions_Roc,Mentions_Sensitivity,Mentions_Specificity,Mentions_Confusion_matrix,Mentions_Loss_function,Mentions_Cross-entropy,Mentions_Mean_squared_error,Mentions_Overfitting,Mentions_Underfitting,Mentions_Cross-validation,Mentions_Training_time,Mentions_Inference_time,Mentions_Statistical_significance,Mentions_P-value,Mentions_T-test,Mentions_Anova,Mentions_Correlation,Mentions_Regression,Mentions_Baseline_comparison,Mentions_Mae,Mentions_Rmse,Mentions_Bias
165,Former-dfer: Dynamic facial expression recognition transformer,"['Z Zhao', 'Q Liu']",2021,116,Static Facial Expression in the Wild,FER,"According to the data type, the FER can be divided into static FER (SFER) and dynamic  FER (DFER) • We propose a dynamic facial expression recognition transformer for the in-the-wild",No DOI,Proceedings of the 29th ACM International Conference …,https://github.com/zengqunzhao/Former-DFER,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
166,"Framework for reliable, real-time facial expression recognition for low resolution images","['RA Khan', 'A Meyer', 'H Konik', 'S Bouakaz']",2013,180,"Facial Expression Recognition 2013, MMI Facial Expression",facial expression recognition,"–Kanade (CK+) posed facial expression database, spontaneous expressions of MMI facial  expression database and FG-NET facial expressions and emotions database (FEED) and",No DOI,Pattern Recognition Letters,https://www.sciencedirect.com/science/article/pii/S0167865513001268,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
167,Fusing aligned and non-aligned face information for automatic affect recognition in the wild: a deep learning approach,"['BK Kim', 'SY Dong', 'J Roh', 'G Kim']",2016,139,Expression in-the-Wild,deep learning,We evaluate the proposed framework on the facial expression recognition 2013 (FER-2013)   Our final ensemble-based FER system achieves great performance on this in-the-wild,No DOI,Proceedings of the IEEE …,http://ieeexplore.ieee.org/abstract/document/7789677/,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
168,Fusion of feature sets and classifiers for facial expression recognition,"['THH Zavaschi', 'AS Britto Jr', 'LES Oliveira']",2013,167,"Extended Cohn-Kanade, Facial Expression Recognition 2013","classifier, facial expression recognition",classifiers based on the under-pinning concept of “over-produce and choose”. The pool of  base classifiers  different databases (JAFFE and Cohn-Kanade) we demonstrate the efficiency,No DOI,Expert Systems with …,https://www.sciencedirect.com/science/article/pii/S095741741200930X,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
169,Generative moment matching networks,"['Y Li', 'K Swersky', 'R Zemel']",2015,1034,Toronto Face Database,machine learning,"On MNIST and the Toronto Face Dataset (TFD) we demonstrate improved results over  comparable baselines, including GANs. Source code for training GMMNs is available at https://",No DOI,… conference on machine learning,https://arxiv.org/abs/1502.02761,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
170,Geometric feature-based facial expression recognition in image sequences using multi-class adaboost and support vector machines,"['D Ghimire', 'J Lee']",2013,350,Facial Expression Recognition 2013,facial expression recognition,"accuracy, by using support vector machine (SVM) classifiers with boosted-LBP features.  An extension of the LBP operator, volume LBP (VLBP) and LBP on three orthogonal planes (LBP",No DOI,Sensors,https://www.mdpi.com/1424-8220/13/6/7714,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
171,Going deeper in facial expression recognition using deep neural networks,"['A Mollahosseini', 'D Chan']",2016,1245,"Acted Facial Expressions In The Wild, Affective Faces Database, Facial Expression Recognition 2013, MMI Facial Expression, Static Facial Expression in the Wild, Toronto Face Database","CNN, FER, classification, classifier, deep learning, facial expression recognition, machine learning, neural network","We evaluate the proposed method on well-known publicly available facial expression  databases: CMU MultiPIE [15], MMI [36], Denver Intensity of Spontaneous Facial Actions (DISFA) [",No DOI,2016 IEEE Winter …,https://arxiv.org/abs/1511.04110,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
172,Hard negative generation for identity-disentangled facial expression recognition,"['X Liu', 'BVKV Kumar', 'P Jia', 'J You']",2019,107,"CMU Multi-PIE, MMI Facial Expression","FER, facial expression recognition","representations of RML achieve superior performance on the CK + , MMI and Oulu-CASIA   The performances of the FER systems usually depend heavily on facial expression",No DOI,Pattern Recognition,https://www.sciencedirect.com/science/article/pii/S0031320318303819,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
173,Head pose estimation in the wild using convolutional neural networks and adaptive gradient methods,"['M Patacchiola', 'A Cangelosi']",2017,255,Expression in-the-Wild,neural network,"an approach based on Convolutional Neural Networks (CNNs)  on recently released in-the-wild  datasets. Moreover, we  ) with MAE expressed in degrees and Accuracy expressed in",No DOI,Pattern Recognition,https://www.sciencedirect.com/science/article/pii/S0031320317302327,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
174,Hierarchical committee of deep cnns with exponentially-weighted decision fusion for static facial expression recognition,"['BK Kim', 'H Lee', 'J Roh', 'SY Lee']",2015,167,Static Facial Expression in the Wild,facial expression recognition,We present a pattern recognition framework to improve  its application to static facial  expression recognition in the wild ( released for the 3rd Emotion Recognition in the Wild (EmotiW),No DOI,Proceedings of the 2015 ACM on …,https://dl.acm.org/doi/10.1145/2818346.2830590,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
175,Hierarchical committee of deep convolutional neural networks for robust facial expression recognition,"['BK Kim', 'J Roh', 'SY Dong', 'SY Lee']",2016,307,"Facial Expression Recognition 2013, Static Facial Expression in the Wild","facial expression recognition, neural network","-video emotion recognition (acted facial expression recognition in the wild, AFEW), whereas   : AFEW and image-based static facial expression recognition in the wild (SFEW). We",No DOI,Journal on Multimodal User Interfaces,https://link.springer.com/article/10.1007/s12193-015-0209-0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
176,How we've taught algorithms to see identity: Constructing race and gender in image databases for facial analysis,"['MK Scheuerman', 'K Wade', 'C Lustig']",2020,211,Radboud Faces Database,"classifier, machine learning","to current database annotation approaches in machine learning  of machine learning model  building: the data it is limited to  For example, Radboud Faces Database (RAFD) contained",No DOI,Proceedings of the ACM …,https://dl.acm.org/doi/10.1145/3392866,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
177,Human behavior understanding in big multimedia data using CNN based facial expression recognition,"['M Sajjad', 'S Zahir', 'A Ullah', 'Z Akhtar']",2020,104,Facial Expression Recognition 2013,facial expression recognition,facial recognition and expressions. The subjective and objective experimental evaluations  prove better performance for both facial expression recognition  In: 2013 IEEE International,No DOI,Mobile networks and …,https://link.springer.com/article/10.1007/s11036-019-01366-9,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
178,Human-computer interaction using emotion recognition from facial expression,"['F Abdat', 'C Maaoui', 'A Pruski']",2011,137,Affective Faces Database,facial expression recognition,"Our facial expression recognition system is presented in section 3,  to emotion recognition  based on facial expression analysis.To detect the face in the image, we have used the face",No DOI,2011 UKSim 5th European …,https://ieeexplore.ieee.org/document/6131215,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
179,Hybrid deep neural networks for face emotion recognition,"['N Jain', 'S Kumar', 'A Kumar', 'P Shamsolmoali']",2018,312,"Facial Expression Recognition 2013, Toronto Face Database","deep learning, facial expression recognition, neural network","This paper proposed a deep learning technique in the  Now a day's due to quantity and  variety of datasets, deep learning  have just utilized the extra dataset for the training. Accordingly,",No DOI,Pattern Recognition …,https://www.sciencedirect.com/science/article/pii/S0167865518301302,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
180,Identity-adaptive facial expression recognition through expression regeneration using conditional generative adversarial networks,"['H Yang', 'Z Zhang', 'L Yin']",2018,132,"Binghamton University 3D Facial Expression, Oulu-CASIA","FER, classification","(FER-Net) is finetuned for expression classification. After the corresponding prototypic facial  expressions are regenerated from each facial image, we output the last FC layer of FER-Net",No DOI,… Conference on Automatic Face & …,http://ieeexplore.ieee.org/document/8373843/,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
181,Identity-aware convolutional neural network for facial expression recognition,"['Z Meng', 'P Liu', 'J Cai', 'S Han']",2017,368,"Facial Expression Recognition 2013, MMI Facial Expression, Static Facial Expression in the Wild","CNN, facial expression recognition, neural network","of a neuron with probability of 0.6. In Eq. 8, λ2 is set to 5 for CK+/SFEW and 2 for MMI, while   Labeled subject IDs are provided in the CK+ and MMI databases and we manually labeled",No DOI,… on Automatic Face & …,https://ieeexplore.ieee.org/document/7961791,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
182,"Illusionary order: Online databases, optical character recognition, and Canadian history, 1997–2010",['I Milligan'],2013,127,Toronto Face Database,classification,", and the Toronto Star online. Yet the issues of poor ocr in these databases make this a very   , the decision was made to adhere to ProQuest's classification system (which is based upon",No DOI,Canadian Historical Review,https://www.utpjournals.press/doi/abs/10.3138/chr.694,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
183,Image based facial micro-expression recognition using deep learning on small datasets,"['MA Takalkar', 'M Xu']",2017,103,Affective Faces Database,deep learning,"It is not straightforward to recognise the genuine emotion shown on one’s face. Thus recognising   II database, we implemented the DLib face detector in OpenCV to detect and crop the",No DOI,2017 international conference on digital …,https://ieeexplore.ieee.org/document/8227443,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
184,Image based static facial expression recognition with multiple deep network learning,"['Z Yu', 'C Zhang']",2015,736,"Acted Facial Expressions In The Wild, CMU Multi-PIE, Facial Expression Recognition 2013, Static Facial Expression in the Wild, Toronto Face Database","CNN, FER, classification, classifier, deep learning, facial expression recognition, machine learning, neural network",Two large datasets: the Toronto Face Dataset and the Google dataset were combined to  train the CNN network. The Google dataset happens to be the very dataset provided to FER-,No DOI,Proceedings of the 2015 ACM on international …,https://dl.acm.org/doi/10.1145/2818346.2830595,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
185,Image ratio features for facial expression recognition application,"['M Song', 'D Tao', 'Z Liu', 'X Li']",2009,127,"Japanese Female Facial Expression, Toronto Face Database","classification, classifier, facial expression recognition","database, and the Japanese Female Facial Expression database.  asymmetric facial  expressions based on our own facial expression  of our combined expression recognition system.",No DOI,IEEE Transactions on …,https://pubmed.ncbi.nlm.nih.gov/19884092/,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
186,Impact of deep learning approaches on facial expression recognition in healthcare industries,"['C Bisogni', 'A Castiglione', 'S Hossain']",2022,109,Static Facial Expression in the Wild,"deep learning, machine learning","For experimental purposes, three benchmark databases, static facial expressions in the  wild, Cohn-Kanade, and Karolinska directed emotional faces, are employed with some existing",No DOI,IEEE Transactions …,https://ieeexplore.ieee.org/document/9674818,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
187,"Induced disgust, happiness and surprise: an addition to the mmi facial expression database","['M Valstar', 'M Pantic']",2010,695,MMI Facial Expression,"deep learning, facial expression recognition, machine learning",notation is valuable for researchers who wish to build automatic basic emotion detection  systems. Not all affective states can be categorised into one of the six basic emotions.,No DOI,Proc. 3rd Intern. Workshop on EMOTION  …,https://www.researchgate.net/publication/284473673_Induced_disgust_happiness_and_surprise_An_addition_to_the_mmi_facial_expression_database,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
188,"Integrating faces, fingerprints, and soft biometric traits for user recognition","['AK Jain', 'K Nandakumar', 'X Lu', 'U Park']",2004,199,Toronto Face Database,classification,"an algorithm for age classification from facial images based on cranio-facial changes in  feature- However, they do not provide any accuracy estimates for their classification scheme.",No DOI,Biometric Authentication: ECCV …,https://link.springer.com/chapter/10.1007/978-3-540-25976-3_24,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
189,Intra-class variation reduction using training expression images for sparse representation based facial expression recognition,"['SH Lee', 'KN Plataniotis', 'YM Ro']",2014,141,"CMU Multi-PIE, Toronto Face Database","FER, classification, classifier, facial expression recognition",", “A 3D facial expression database for facial behavior research,”  Toronto, Toronto, ON,  Canada. His research interests include face detection/tracking, facial expression recognition, face",No DOI,IEEE Transactions on …,https://ieeexplore.ieee.org/document/6874505,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
190,Joint fine-tuning in deep neural networks for facial expression recognition,"['H Jung', 'S Lee', 'J Yim', 'S Park', 'J Kim']",2015,933,"Facial Expression Recognition 2013, MMI Facial Expression, Oulu-CASIA","deep learning, facial expression recognition, neural network",We designed our network with a moderate depth and a moderate number of parameters   facial expression recognition database is too small— there are only 205 sequences in the MMI,No DOI,Proceedings of the IEEE …,https://ieeexplore.ieee.org/document/7410698,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
191,Karolinska directed emotional faces,"['D Lundqvist', 'A Flykt', 'A Öhman']",1998,3821,Karolinska Directed Emotional Faces,facial expression recognition,"All the participants were instructed to try to evoke the emotion that was to be expressed  and to make the expression strong and clear. In a validation study (Goeleven et al., 2008), a",No DOI,Cognition and Emotion,https://kdef.se/,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
192,Learning affective features with a hybrid deep model for audio–visual emotion recognition,"['S Zhang', 'S Zhang', 'T Huang', 'W Gao']",2017,346,Affective Faces Database,CNN,"tasks to initialize our CNN and 3D-CNN, respectively. Then,  For each frame in the video  segment, we run face detection,  audio-visual face database of affective and mental states,” IEEE",No DOI,IEEE transactions on …,https://ieeexplore.ieee.org/document/7956190,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
193,Learning affective video features for facial expression recognition via hybrid deep learning,"['S Zhang', 'X Pan', 'Y Cui', 'X Zhao', 'L Liu']",2019,147,MMI Facial Expression,"CNN, deep learning, machine learning","This deep fusion network is used to jointly learn  Vector Machine (SVM) is employed for  facial expression classification  -based facial expression datasets, ie, BAUM-1s, RML and MMI,",No DOI,IEEE Access,http://ieeexplore.ieee.org/document/8658192/,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
194,Learning deep global multi-scale and local attention features for facial expression recognition in the wild,"['Z Zhao', 'Q Liu', 'S Wang']",2021,223,"Expression in-the-Wild, Static Facial Expression in the Wild","FER, deep learning, facial expression recognition","This paper aims at static FER in the wild, in which occlusion and pose are two key issues,   Fan, JC Lam, and VO Li, “Video-based emotion recognition using deeply-supervised neural",No DOI,IEEE Transactions on Image …,https://ieeexplore.ieee.org/document/9474949,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
195,Learning expressionlets on spatio-temporal manifold for dynamic facial expression recognition,"['M Liu', 'S Shan', 'R Wang', 'X Chen']",2014,455,MMI Facial Expression,facial expression recognition,"We demonstrate the proposed method for expression recognition on four databases: CK+,  MMI, Oulu-CASIA VIS, and AFEW. As shown in Table 1,2,3,4, we separate the results into",No DOI,… vision and pattern recognition,https://openaccess.thecvf.com/content_cvpr_2014/papers/Liu_Learning_Expressionlets_on_2014_CVPR_paper.pdf,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
196,Learning to disentangle factors of variation with manifold interaction,"['S Reed', 'K Sohn', 'Y Zhang']",2014,287,CMU Multi-PIE,"deep learning, machine learning",groups of hidden units that each learn to encode a distinct factor  disentangled features  learned on the CMU Multi-PIE dataset.  in pose estimation and face verification on CMU Multi-PIE.,No DOI,… on machine learning,http://proceedings.mlr.press/v32/reed14.pdf,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
197,Learning to optimize neural nets,"['K Li', 'J Malik']",2017,150,Toronto Face Database,neural network,"in stochasticity of gradients and the neural net architecture. More specifically, we  neural  net on MNIST generalizes to the problems of training neural nets on the Toronto Faces Dataset",No DOI,arXiv preprint arXiv:1703.00441,https://arxiv.org/abs/1703.00441,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
198,Local learning with deep and handcrafted features for facial expression recognition,"['MI Georgescu', 'RT Ionescu', 'M Popescu']",2019,346,Facial Expression Recognition 2013,facial expression recognition,"We perform a thorough experimental study on the 2013 Facial Expression Recognition (FER)  Challenge data set [27], the FER+ data set [1], and the AffectNet [28] data set, comparing",No DOI,IEEE Access,https://ieeexplore.ieee.org/abstract/document/8716652/,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
199,Machine learning methods for fully automatic recognition of facial expressions and facial actions,"['MS Bartlett', 'G Littlewort', 'C Lainscsek']",2004,216,Extended Cohn-Kanade,machine learning,"A second version of the system detects 18 action units of the Facial Action Coding  System (FAcs), we conducted cal investigations of machine learning methods applied to this",No DOI,"… on Systems, Man …",https://www.researchgate.net/publication/220755152_Machine_Learning_Methods_for_Fully_Automatic_Recognition_of_Facial_Expressions_and_Facial_Actions,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
200,Machine learning models that remember too much,"['C Song', 'T Ristenpart', 'V Shmatikov']",2017,622,Toronto Face Database,machine learning,a machine learning pipeline consists of several steps shown in Figure 1. The pipeline starts  with a set of labeled data  We exploit the fact that modern machine learning models have vast,No DOI,Proceedings of the 2017 ACM …,https://arxiv.org/abs/1709.07886,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
201,Mapping the development of facial expression recognition,"['H Rodger', 'L Vizioli', 'X Ouyang']",2015,194,Facial Expression Recognition 2013,facial expression recognition,"Generally, corresponding with our findings, children have been shown to perform well in  recognizing sadness (Herba & Phillips, 2004; Widen, 2013). Several studies have shown that",No DOI,Developmental …,https://pubmed.ncbi.nlm.nih.gov/25704672/,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
202,Matsumoto and Ekman's Japanese and Caucasian Facial Expressions of Emotion (JACFEE): Reliability data and cross-national differences,"['M Biehl', 'D Matsumoto', 'P Ekman', 'V Hearn']",1997,734,Japanese Female Facial Expression,"classification, classifier","in both recognition data and intensity ratings. We, however, believe this classification to  be  Is there universal recognition of emotion from facial expression? A review of cross-cultural",No DOI,Journal of Nonverbal …,https://link.springer.com/article/10.1023/A:1024902500935,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
203,Meta-analysis of the first facial expression recognition challenge,"['MF Valstar', 'M Mehu', 'B Jiang', 'M Pantic']",2012,390,Affective Faces Database,facial expression recognition,IEEE conference on Face and Gesture Recognition 2011. It  : AU detection and classification  of facial expression imagery in  analysis of facial expressions consider facial affect (emotion),No DOI,IEEE Transactions on …,https://pubmed.ncbi.nlm.nih.gov/22736651/,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
204,Morphed emotional faces: emotion detection and misinterpretation in social anxiety,"['K Heuer', 'WG Lange', 'L Isaac', 'M Rinck']",2010,136,Karolinska Directed Emotional Faces,classifier,"This resulted in three different types of emotional faces (anger, happy, disgust), but four  different interpretation categories (anger, happy, disgust, contempt). This way, the probability of",No DOI,Journal of behavior …,https://pubmed.ncbi.nlm.nih.gov/20511123/,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
205,Multi angle optimal pattern-based deep learning for automatic facial expression recognition,"['DK Jain', 'Z Zhang', 'K Huang']",2020,115,"Facial Expression Recognition 2013, MMI Facial Expression","deep learning, facial expression recognition, machine learning",the required label for the facial expressions.The major key  the facial alignment. The  proposed MAOP-DL validates its effectiveness on two standard databases such as CK+ and MMI,No DOI,Pattern Recognition Letters,https://www.sciencedirect.com/science/article/pii/S0167865517302313,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
206,Multi-pie,"['R Gross', 'I Matthews', 'J Cohn', 'T Kanade']",2010,2679,CMU Multi-PIE,"classifier, facial expression recognition, machine learning","The range of facial expressions captured in Multi-PIE (neutral, smile, surprise, squint, disgust  In this paper we introduced the CMU Multi-PIE face database. Multi-PIE improves upon the",No DOI,Image and vision …,https://www.cs.cmu.edu/afs/cs/project/PIE/MultiPie/Multi-Pie/Home.html,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
207,Multi-region ensemble convolutional neural network for facial expression recognition,"['Y Fan', 'JCK Lam', 'VOK Li']",2018,168,"Acted Facial Expressions In The Wild, Affective Faces Database","facial expression recognition, neural network","face on facial expression recognition. Our proposed method is evaluated based on two  well-known publicly available facial expression  database, Acted Facial Expressions in the Wild (",No DOI,… Conference on Artificial Neural Networks …,https://arxiv.org/abs/1807.10575,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
208,Multi-task convolutional neural network for pose-invariant face recognition,"['X Yin', 'X Liu']",2017,381,CMU Multi-PIE,"CNN, classification, neural network",classification error is more likely to happen compared to controlled datasets with discrete pose  angles. This work utilizes all data in the Multi-PIE  of variations on Multi-PIE. We also apply,No DOI,IEEE Transactions on Image Processing,https://ieeexplore.ieee.org/document/8080244,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
209,Multi-task pose-invariant face recognition,"['C Ding', 'C Xu', 'D Tao']",2015,303,CMU Multi-PIE,"classification, deep learning, machine learning, neural network","on FERET, CMU-PIE, and Multi-PIE databases shows that the  Multi-task learning (MTL) is  a machine learning technique  protocol for the pose problem on Multi-PIE, we adopt the three",No DOI,IEEE Transactions on image Processing,https://ieeexplore.ieee.org/document/7006757,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
210,Multi-view facial expression recognition,"['Y Hu', 'Z Zeng', 'L Yin', 'X Wei', 'X Zhou']",2008,167,Binghamton University 3D Facial Expression,facial expression recognition,"faculties from State University of New York at Binghamton. The  expressions, captured by a  3D face scanner. With the  in the multi-view emotion recognition experiment. The best average",No DOI,… & Gesture Recognition,https://ieeexplore.ieee.org/document/4813445,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
211,Multimodal 2D+ 3D facial expression recognition with deep fusion convolutional neural network,"['H Li', 'J Sun', 'Z Xu', 'L Chen']",2017,241,"Binghamton University 3D Facial Expression, Facial Expression Recognition 2013, Toronto Face Database","CNN, FER, classification, classifier, deep learning, facial expression recognition, machine learning, neural network",has never been used to learn 3D facial representations in 3D FER. This motivates us to fill   Expression) Database [59] has been the benchmarking for static 3D FER [12]. It includes 100,No DOI,IEEE Transactions on Multimedia,https://ieeexplore.ieee.org/document/7944639,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
212,Multimodal learning for facial expression recognition,"['W Zhang', 'Y Zhang', 'L Ma', 'J Guan', 'S Gong']",2015,133,"Facial Expression Recognition 2013, Toronto Face Database",facial expression recognition,"+ database as an example, C is defined as two to distinguish whether the inputs is the latent  facial expression we aim to recognize.  CK+ database, we find that the expression process is",No DOI,Pattern Recognition,https://www.sciencedirect.com/science/article/pii/S003132031500151X,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
213,Objective classes for micro-facial expression recognition,"['AK Davison', 'W Merghani', 'MH Yap']",2018,126,Facial Expression Recognition 2013,facial expression recognition,; Section 3 describes the methodology; Section 4 presents the results and discusses the  effects of applying objective classification to a micro-expression recognition task; Section 5,No DOI,Journal of imaging,https://arxiv.org/abs/1708.07549,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
214,Occlusion aware facial expression recognition using CNN with attention mechanism,"['Y Li', 'J Zeng', 'S Shan', 'X Chen']",2018,852,"Acted Facial Expressions In The Wild, Affective Faces Database, Expression in-the-Wild, Static Facial Expression in the Wild",CNN,"that are common in the wild. In this paper, we propose a convolution neutral network (CNN)  with attention mechanism (ACNN) that can perceive the occlusion regions of the face and",No DOI,IEEE Transactions on Image …,https://ieeexplore.ieee.org/document/8576656,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
215,On solving the face recognition problem with one training sample per subject,"['J Wang', 'KN Plataniotis', 'J Lu', 'AN Venetsanopoulos']",2006,132,Toronto Face Database,"classification, classifier",to be recognized using a generic training database which consists of images from subjects  other than those under consideration. Many state-of-the-art face recognition solutions can be,No DOI,Pattern recognition,https://www.sciencedirect.com/science/article/pii/S0031320306001233,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
216,Patch-gated CNN for occlusion-aware facial expression recognition,"['Y Li', 'J Zeng', 'S Shan', 'X Chen']",2018,177,Expression in-the-Wild,CNN,"Then, via a proposed Patch-Gated Unit, PG-CNN reweighs each patch by the unobstructed-  The proposed PG-CNN is evaluated on two largest in-the-wild facial expression datasets (",No DOI,2018 24th international …,https://ieeexplore.ieee.org/document/8545853/,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
217,Peak-piloted deep network for facial expression recognition,"['X Zhao', 'X Liang', 'L Liu', 'T Li', 'Y Han']",2016,369,CMU Multi-PIE,FER,"Multi-PIE  FER datasets available, we pre-trained GoogLeNet [24] on a large-scale face  recognition dataset, the CASIA Webface dataset [32]. This network was then fine-tuned for FER.",No DOI,Computer Vision–ECCV …,https://arxiv.org/abs/1607.06997,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
218,Perceptual and affective mechanisms in facial expression recognition: An integrative review,"['MG Calvo', 'L Nummenmaa']",2016,315,"Affective Faces Database, Karolinska Directed Emotional Faces","classification, classifier, facial expression recognition","We conclude that facial expression recognition, as it has been investigated in conventional   One such method is the affective priming paradigm, whereby an emotional face is briefly",No DOI,Cognition and Emotion,https://pubmed.ncbi.nlm.nih.gov/26212348/,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
219,Practical emotional neural networks,"['E Lotfi', 'MR Akbarzadeh-T']",2014,136,Affective Faces Database,neural network,"is associated with motivation from emotion to improve or  emotional neural networks (Khashman,  2010). This paper aims to review and develop neural networks motivated from emotion",No DOI,Neural Networks,https://www.sciencedirect.com/science/article/pii/S0893608014001488,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
